YEAR,MVP,PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
1982,0,Jack Sikma,75,34.2,18.2,6.5,13.9,46.4,0,0.1,0,5.3,6.4,83.7,2.8,8.6,11.4,3.1,1.2,0.9,2.5,23.8
1982,0,Mike Woodson,81,30,18.2,7.2,14.2,50.6,0.1,0.4,21.2,3.7,4.7,79,1,2,3.1,3.1,1.7,0.7,2.1,16.6
1982,0,Artis Gilmore,82,34.1,18,6.8,10.8,62.6,0,0.1,0,4.5,6,74,3.6,8.4,12,1.5,0.5,2.3,3.1,25.7
1982,0,Cliff T. Robinson,77,33.8,18,7.6,16,47.7,0,0.1,0,2.8,3.9,70.8,2.5,8.6,11.1,1.9,0.8,0.8,2.9,20.2
1982,0,Greg Ballard,78,36.4,18,7.7,16.3,47.3,0.2,0.5,35.1,2.3,3,78.1,1.6,4.9,6.5,3.4,1.7,0.3,2,18.6
1982,0,Rolando Blackman,75,31.3,17.7,6.8,13.9,49.2,0,0.2,20,4,5.1,78,1.4,2.5,3.9,2.5,0.5,0.4,1.6,15.2
1982,0,Tom Chambers,79,33.7,17.6,6.6,13.9,47.2,0,0.1,0,4.5,6.2,72.3,2.8,3.8,6.6,2.4,1,0.7,3,16.3
1982,0,Dominique Wilkins,82,32.9,17.5,7.3,14.9,49.3,0,0.1,18.2,2.8,4.1,68.2,2.8,3.1,5.8,1.6,1,0.8,2.2,15.6
1982,0,Billy Knight,80,28.3,17.1,6.4,12.3,52,0,0.2,15.8,4.3,5.1,84.1,1.9,2.2,4.1,2.4,0.8,0.1,2.4,15.4
1982,0,Albert King,79,31,17,7.4,15.5,47.5,0.1,0.3,26.1,2.2,2.9,77.5,2,3.8,5.8,3.7,1.2,0.5,3.1,16.3
1982,0,Buck Williams,82,36.1,17,6.5,11.1,58.8,0,0,0,4,6.4,62,4.5,8.1,12.5,1.5,1.1,1.3,3,23.5
1982,0,Herb Williams,78,32.2,16.9,7.4,14.9,49.9,0,0.1,0,2,2.8,70.5,1.9,5.5,7.5,3.4,0.7,2.2,2.9,19.3
1982,0,Magic Johnson,79,36.8,16.8,6.5,11.8,54.8,0,0.3,0,3.8,4.8,80,2.7,5.9,8.6,10.5,2.2,0.6,3.8,28.6
1982,0,Larry Nance,82,35.5,16.7,7.2,13,55,0,0,33.3,2.4,3.5,67.2,2.9,5.7,8.7,2.4,1.2,2.6,2.3,22.3
1982,0,Maurice Lucas,77,33.6,16.5,6.4,13.6,47.4,0,0,33.3,3.6,4.6,78.1,2.6,7.8,10.4,2.8,0.7,0.6,2.9,20
1982,0,David Thompson,75,28.7,15.9,5.9,12.3,48.1,0,0.1,20,4,5.1,78.4,1.3,2.3,3.6,3,0.6,0.4,2.2,13.8
1980,0,Adrian Dantley,80,42.7,30.7,11.4,20.3,55.9,0,0.1,28.6,7.9,9.8,80.6,2.4,4,6.4,4,1.4,0.2,3.5,28.2
1980,0,Moses Malone,80,40.6,27.8,10.1,19.3,52.2,0,0,33.3,7.6,10.1,75.7,5.9,8.8,14.8,1.8,1,1.9,3.9,31.7
1980,0,George Gervin,82,33.7,27.1,10.4,21.1,49.2,0.1,0.4,25.7,6.2,7.6,82.6,1.5,3.6,5.1,3.2,1.1,0.7,3.1,22.1
1980,0,Kareem Abdul-Jabbar,80,37.2,26.2,10.5,18.2,57.4,0,0,0,5.3,6.9,76.6,2.5,7.8,10.3,3.4,0.7,2.9,3.1,31
1980,0,David Thompson,77,34,25.5,9.5,18.8,50.6,0.1,0.5,25.6,6.4,8,79.5,1.4,2.3,3.7,3,0.7,0.8,3.2,19.5
1980,0,Otis Birdsong,71,36.5,24.6,10,18.4,54.4,0.1,0.5,28.6,4.5,6.4,69.7,1.7,2,3.6,3.3,1.3,0.3,2.4,20.3
1980,1,Julius Erving,82,35,24.6,9.7,18.6,52.1,0,0.2,22.2,5.1,6.5,78.7,3,5,8,4.4,2.1,1.8,3.2,27.4
1980,0,Mike Mitchell,82,39,24.5,10.4,21.8,47.6,0,0.1,44.4,3.7,4.7,78.4,2.6,3.5,6.1,1.7,0.8,0.6,2.1,19.2
1980,0,World Free,65,36.5,24.1,7.9,17.8,44.6,0.1,0.5,16.1,8.1,10,81.4,0.7,1.7,2.4,5.6,1.3,0.2,3,18.8
1980,0,Alex English,81,38.2,23.8,9.5,19.2,49.4,0,0.1,60,4.8,5.7,85,3.4,4.6,8,3.6,1.3,1.2,3,24.4
1980,0,Jamaal Wilkes,81,37.4,22.6,9.7,18.5,52.6,0,0.2,7.7,3.1,4.1,75.8,1.8,3.6,5.4,2.9,1.5,0.4,2.6,20.4
1980,0,Bernard King,81,36,21.9,9,15.4,58.8,0,0.1,33.3,3.8,5.4,70.3,2.2,4.6,6.8,3.5,0.9,0.4,3.3,22.3
1980,0,Dan Issel,80,33,21.9,7.7,15.3,50.3,0,0.2,16.7,6.5,8.6,75.9,2.9,5.6,8.5,2,1,0.7,1.6,22.7
1980,0,John Drew,67,31,21.7,7.5,16.4,45.6,0,0.1,0,6.8,8.6,78.7,2.2,3.6,5.7,1.2,1.5,0.2,2.9,16.7
1980,0,Mike Newlin,79,36.8,21.4,8,16.1,49.7,0.1,0.4,33.3,5.2,5.9,88.8,1,1.8,2.8,3.8,1.1,0.1,3.1,17.2
1980,0,Larry Bird,82,39.5,21.2,8.8,18.3,47.8,0.2,0.9,27,3.5,4,86.3,2.3,8.6,10.9,5.5,2,0.8,3.5,26.7
1980,0,Darrell Griffith,81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4,71.6,1,2.6,3.6,2.4,1.3,0.5,2.9,14.2
1980,0,Marques Johnson,76,33.4,20.3,8.4,15.2,55.2,0,0.1,0,3.5,5,70.6,3,3.9,6.8,4.6,1.5,0.5,2.5,22.9
1980,0,Bill Cartwright,82,35.7,20.1,7.5,13.6,55.4,0,0,0,5,6.3,78.8,2,5.5,7.5,1.4,0.6,1,2.4,20.6
1980,0,Ray Williams,79,34.7,19.7,7.8,16.9,46.1,0.2,0.9,23.5,3.9,4.8,81.7,1.5,2.5,4.1,5.5,2.3,0.5,3,19.1
1980,0,Freeman Williams,82,24.1,19.3,7.8,16.8,46.5,0.6,1.7,34,3.1,3.6,85.2,0.9,0.7,1.6,2,1.1,0.1,2,12.5
1980,0,Eddie Johnson,75,35.9,19.1,7.6,15.1,50.4,0.1,0.3,30,3.7,4.7,78.4,0.8,1.6,2.4,5.4,1.7,0.1,2.6,17.6
1980,0,Scott Wedman,81,35.8,19,8.5,17.7,47.7,0.3,1,32.5,1.7,2.5,68.6,1.6,3.8,5.3,2.8,1.2,0.6,2,16.8
1980,0,Robert Parish,82,28,18.9,7.7,14.2,54.5,0,0,0,3.4,4.8,71,3,6.5,9.5,1.8,1,2.6,2.3,23.5
1980,0,Reggie Theus,82,34.4,18.9,6.6,13.4,49.5,0.2,1.1,20,5.4,6.7,80.9,1.5,2,3.5,5.2,1.5,0.2,3.2,18.1
1980,0,Joe Barry Carroll,82,35.6,18.9,7.5,15.3,49.1,0,0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3,19.4
1980,0,Truck Robinson,82,37.7,18.8,7.9,15.6,50.5,0,0,0,3,4.8,62.9,2.6,7,9.6,2.5,0.8,0.5,3,19.7
1980,0,Dennis Johnson,79,33.1,18.8,6.7,15.4,43.6,0.1,0.6,21.6,5.2,6.3,82,2,2.6,4.6,3.7,1.7,0.8,2.6,17.1
1980,0,Jack Sikma,82,35.6,18.7,7.3,16,45.4,0,0.1,0,4.1,5,82.3,2.2,8.1,10.4,3,1,1.1,2.5,22.1
1980,0,Walter Davis,78,28,18,7.6,14.1,53.9,0.1,0.2,41.2,2.7,3.2,83.6,0.8,1.8,2.6,3.9,1.2,0.2,2.8,15.9
1980,0,Artis Gilmore,82,34.5,17.9,6.7,10,67,0,0,0,4.6,6.5,70.5,2.7,7.4,10.1,2.1,0.6,2.4,2.9,25
1980,0,Elvin Hayes,81,36.2,17.8,7.2,16,45.1,0,0.1,0,3.3,5.4,61.7,2.9,6.8,9.7,1.2,0.8,2.1,2.3,18.5
1980,0,James Silas,75,27.4,17.7,6.3,13.3,47.7,0,0,0,5,5.9,85,0.6,2.5,3.1,3.8,0.7,0.2,2.1,15.5
1980,0,Billy Knight,82,29.1,17.5,6.7,12.5,53.3,0,0.2,15.8,4.2,5,83.2,2.3,2.7,5,1.9,1,0.1,2.2,16.8
1980,0,Kevin Grevey,75,34.9,17.2,6.7,14.7,45.3,0.6,1.8,33.1,3.3,3.9,84.1,0.9,2,2.9,4,0.9,0.2,1.9,14.7
1980,0,Jim Paxson,79,34.2,17.1,7.4,13.8,53.6,0,0.4,6.7,2.3,3.1,73.4,0.9,1.7,2.7,3.8,1.8,0.1,1.7,16.6
1980,0,Norm Nixon,79,37.5,17.1,7.3,15.3,47.6,0,0.2,16.7,2.5,3.2,77.8,0.8,2.1,2.9,8.8,1.8,0.1,3.6,18.5
1980,0,Mychal Thompson,79,35.3,17,7.2,14.6,49.4,0,0,0,2.6,4.1,64.1,2.8,5.9,8.7,3.6,0.8,2.2,3.1,20.4
1980,0,Phil Smith,76,31.3,16.8,6.8,13.9,49.1,0.1,0.2,22.2,3.1,4.1,75.7,0.6,1.4,2.1,4.9,1.1,0.2,2.3,14.7
1980,0,Junior Bridgeman,77,28.8,16.8,7,14.3,48.7,0,0.3,14.3,2.8,3.1,88.4,1,2.7,3.8,3,1.1,0.4,1.9,15.4
1980,0,Calvin Murphy,76,26.5,16.7,6.9,14.1,49.2,0.1,0.2,23.5,2.7,2.8,95.8,0.4,0.7,1.1,2.9,1.5,0.1,1.7,13.3
1980,0,Micheal Ray Richardson,79,40.2,16.4,6.6,14.1,46.9,0.3,1.3,22.5,2.8,4.3,66.3,2.2,4.7,6.9,7.9,2.9,0.4,3.8,21.8
1980,0,Campy Russell,79,36.3,16.4,6.4,13.9,46.4,0.1,0.3,30.8,3.4,4.3,78.1,1.4,3.1,4.5,3.3,1.3,0.1,2.7,14.4
1980,0,Purvis Short,79,29.2,16.1,6.9,14.6,47.5,0,0.2,17.6,2.1,2.6,82,1.9,3,4.9,3.2,1,0.2,1.8,15.4
1980,0,Robert Reid,82,36.1,15.9,6.5,13.6,48.2,0,0,0,2.8,3.7,75.6,2,5.1,7.1,4.2,2,0.8,2.4,19.6
1980,0,James Edwards,81,29.3,15.6,6.3,12.4,50.9,0,0,0,3,4.3,70.3,2.4,4.7,7,2.6,0.4,1.6,2,17.9
1980,0,Swen Nater,82,34.3,15.6,6.3,11.4,55.3,0,0,0,3,3.7,79.5,3.6,8.8,12.4,2.4,0.6,0.6,2.6,23.1
1980,0,Greg Ballard,82,31.8,15.5,6.7,14.5,46.3,0.1,0.4,21.9,2,2.4,84.7,2,5,7.1,2.4,1.4,0.5,1.4,17.3
1980,0,Fred Brown,78,25.5,15.5,6.5,13.3,48.8,0.3,0.8,35.9,2.2,2.7,83.2,0.7,1.6,2.2,3,1.1,0.2,1.7,13.1
1980,0,Cedric Maxwell,81,33.7,15.2,5.4,9.3,58.8,0,0,0,4.3,5.6,78.2,2.7,3.7,6.5,2.7,1,0.8,2.2,19
1979,0,George Gervin,78,37.6,33.1,13.1,24.9,52.8,0.4,1.3,31.4,6.5,7.6,85.2,2,3.2,5.2,2.6,1.4,1,3.3,27.2
1979,0,World Free,68,38,30.2,10.8,22.9,47.4,0.1,0.4,36,8.4,11.2,75.3,1.9,1.6,3.5,4.2,1.2,0.5,3.4,21.4
1979,0,Adrian Dantley,68,39.3,28,10.7,18.6,57.6,0,0,0,6.5,7.7,84.2,2.7,4.9,7.6,2.8,1.4,0.2,3.4,27.5
1979,0,Julius Erving,78,36.1,26.9,10.7,20.7,51.9,0.1,0.3,20,5.4,6.8,78.7,2.8,4.6,7.4,4.6,2.2,1.8,3.6,27.8
1979,0,Moses Malone,82,38.3,25.8,9.5,18.9,50.2,0,0.1,0,6.9,9.5,71.9,7,7.5,14.5,1.8,1,1.3,3.7,28.7
1979,1,Kareem Abdul-Jabbar,82,38.3,24.8,10.2,16.9,60.4,0,0,0,4.4,5.8,76.5,2.3,8.5,10.8,4.5,1,3.4,3.6,32.9
1979,0,Dan Issel,82,35.8,23.8,8.7,17.3,50.5,0,0.1,33.3,6.3,8.1,77.5,2.9,5.9,8.8,2.4,1.1,0.7,2,24.3
1979,0,Elvin Hayes,81,39.3,23,9.4,20.7,45.4,0,0.2,23.1,4.1,5.9,69.9,3.3,7.7,11.1,1.6,0.8,2.3,2.7,23
1979,0,Otis Birdsong,82,35.2,22.7,9.5,18.9,50.5,0.1,0.4,27.8,3.5,5,69.4,2.1,2,4,2.5,1.7,0.3,2.2,18
1979,0,Mike Mitchell,82,34.2,22.2,9.5,18.1,52.3,0,0.1,0,3.3,4.2,78.7,2.5,4.7,7.2,1.1,0.9,0.9,2.1,20.7
1979,0,Gus Williams,82,36.2,22.1,9,18.7,48.2,0.1,0.4,19.4,4,5.1,78.8,1.5,1.8,3.4,4.8,2.4,0.5,2.2,20.3
1979,0,Paul Westphal,82,32.5,21.9,8.4,16.1,52.5,0.3,1.1,28,4.7,5.4,86.2,0.6,1.7,2.3,5.1,1.5,0.4,2.5,20.2
1979,0,Bill Cartwright,82,38.4,21.7,8.1,14.8,54.7,0,0,0,5.5,6.9,79.7,2.4,6.5,8.9,2,0.6,1.2,2.7,23.6
1979,0,Marques Johnson,77,34.9,21.7,8.9,16.5,54.4,0,0.1,22.2,3.8,4.8,79.1,2.8,4.5,7.4,3.5,1.3,0.9,2.4,23.9
1979,0,Walter Davis,75,30.8,21.5,8.8,15.5,56.3,0,0.1,0,4,4.9,81.9,1,2.6,3.6,4.5,1.5,0.3,3.2,20.5
1979,0,Larry Bird,82,36,21.3,8.5,17.8,47.4,0.7,1.7,40.6,3.7,4.4,83.6,2.6,7.8,10.4,4.5,1.7,0.6,3.2,25.3
1979,0,Mike Newlin,78,32.2,20.9,7.8,17,46,0.6,1.9,29.6,4.7,5.3,88.4,1.3,2.1,3.4,4,1.5,0.1,3,17.1
1979,0,Ray Williams,82,31.5,20.9,8.4,16.9,49.6,0.1,0.5,18.9,4.1,5.2,78.7,1.8,3.2,5,6.2,2,0.3,3.1,21.8
1979,0,Reggie Theus,82,36.9,20.2,6.9,14.3,48.3,0.3,1.3,26.7,6.1,7.3,83.8,1.7,2.3,4,6.3,1.4,0.2,4.2,19.4
1979,0,Larry Kenon,78,35.9,20.1,8.3,17.1,48.5,0,0.1,11.1,3.5,4.4,78.3,3.3,6.6,9.9,3,1.4,0.2,3,21.9
1979,0,Jamaal Wilkes,82,37.9,20,8.9,16.6,53.5,0,0.2,17.6,2.3,2.9,80.8,2.1,4.3,6.4,3,1.6,0.3,1.9,21.2
1979,0,Calvin Murphy,76,35.2,20,8.2,16.7,49.3,0,0.3,4,3.6,4,89.7,0.9,1.1,2,3.9,1.9,0.1,2.1,16.9
1979,0,John Drew,80,28.8,19.5,6.7,14.8,45.3,0,0.1,0,6.1,8.1,75.7,2.5,3.4,5.9,1.3,1.1,0.3,3,15
1979,0,Toby Knight,81,36.4,19.1,8.3,15.6,52.9,0,0,0,2.6,3.2,80.8,2.5,3.6,6.1,1.9,1.4,1.1,2,19.6
1979,0,Mickey Johnson,82,32.3,19.1,7.2,15.5,46.3,0.1,0.4,15.6,4.7,5.9,79.9,3.1,5.2,8.3,4.2,1.9,1.4,3.5,21.8
1979,0,Dennis Johnson,81,36.3,19,7.1,16.8,42.2,0.1,0.7,20.7,4.7,6,78,2.1,3,5.1,4.1,1.8,1,2.8,17.2
1979,0,Freeman Williams,82,25.8,18.6,7.9,16.4,48,0.5,1.6,32.8,2.4,2.9,81.5,1.3,1.1,2.3,2,0.9,0.1,2.1,12.8
1979,0,Eddie Johnson,79,33.2,18.5,7.5,15.3,48.7,0.1,0.2,38.5,3.5,4.3,82.8,1.2,1.3,2.5,4.7,1.5,0.3,2.4,16.6
1979,0,Magic Johnson,77,36.3,18,6.5,12.3,53,0.1,0.4,22.6,4.9,6,81,2.2,5.6,7.7,7.3,2.4,0.5,4,25.1
1979,0,James Silas,77,29.8,17.7,6.7,13,51.4,0,0.1,0,4.4,5,88.7,0.6,1.6,2.2,4.5,0.8,0.2,2.5,16
1979,0,Norm Nixon,82,39.3,17.6,7.6,14.7,51.6,0,0.1,12.5,2.4,3.1,77.9,0.6,2.2,2.8,7.8,1.8,0.2,3.5,18.9
1979,0,Randy Smith,82,32.6,17.6,7.3,16.2,45.2,0.1,0.6,18.9,2.8,3.5,82.3,1.1,2,3.1,4.4,1.5,0.1,2.4,14.8
1979,0,Junior Bridgeman,81,28.6,17.6,7.3,15.3,47.8,0.1,0.3,18.5,2.8,3.3,86.5,1.3,2.4,3.7,2.9,1.2,0.2,2.1,15
1979,0,Truck Robinson,82,33,17.3,6.6,13,51.2,0,0,0,4,5.9,66.7,2.6,6.8,9.4,1.7,0.7,0.7,3.1,18.4
1979,0,Robert Parish,72,29.4,17,7.1,14,50.7,0,0,0,2.8,3.9,71.5,3.4,7.4,10.9,1.7,0.8,1.6,3.1,20.8
1979,0,Alex English,78,30.8,16.9,7.1,14.3,49.7,0,0.1,33.3,2.7,3.4,78.9,3.4,4.3,7.8,2.9,0.9,0.8,2.7,18.6
1979,0,Cedric Maxwell,80,34.3,16.9,5.7,9.4,60.9,0,0,0,5.5,6.9,78.7,3.6,5.3,8.8,2.5,1,0.8,2.9,21.9
1979,0,Dan Roundfield,81,32,16.5,6.2,12.4,49.9,0,0,0,4.1,5.7,71,3.6,6.7,10.3,2.3,1.2,1.7,2.9,21.3
1979,0,Tom Owens,76,30.8,16.4,6.8,13.3,51.4,0,0,50,2.8,3.7,75.3,2.5,5.1,7.5,2.6,0.6,0.7,2.3,18.2
1979,0,David Greenwood,82,34,16.3,6.1,12.8,47.4,0,0.1,14.3,4.1,5.1,81,2.7,6.7,9.4,2.2,0.7,1.6,2.6,20
1979,0,Phil Ford,82,32,16.2,6,12.9,46.2,0,0.3,17.4,4.2,5.2,81.8,0.4,1.7,2.1,7.4,1.7,0,3.4,16.1
1979,0,Brian Winters,80,32.8,16.2,6.7,14,47.9,0.5,1.3,37.3,2.3,2.7,86,0.6,2.2,2.8,4.5,1.3,0.4,2.3,15.1
1979,0,Johnny Davis,82,35.5,15.9,6,14.1,42.8,0,0.5,9.5,3.7,4.3,86.4,1.2,1.5,2.8,5.4,1.3,0.3,2.5,14.5
1979,0,James Edwards,82,28.2,15.7,6.4,12.6,51.2,0,0,0,2.8,4.1,68.1,2.2,4.9,7,1.5,0.7,1.3,1.6,17.2
1979,0,Ron Brewer,82,34.3,15.7,6.7,14.4,46.4,0.1,0.4,18.8,2.2,2.7,84,0.7,2,2.6,2.6,1.2,0.6,2,12.5
1979,0,Greg Ballard,82,29.7,15.6,6.6,13.4,49.5,0.2,0.6,34,2.1,2.8,75.3,2.9,4.9,7.8,1.9,1.1,0.4,1.6,17.7
1979,0,Dave Robisch,82,32.6,15.3,6,11.5,52,0,0,0,3.4,4,84.2,2.7,5.3,8,2.3,0.6,0.6,1.7,19.1
1979,0,Micheal Ray Richardson,82,37.3,15.3,6.1,13,47.2,0.3,1.3,24.5,2.7,4.1,66,1.8,4.7,6.6,10.1,3.2,0.4,4.4,23
1979,0,Alvan Adams,75,28.9,14.9,6.2,11.7,53.1,0,0,0,2.5,3.1,79.7,2.1,6,8.1,4.3,1.4,0.7,2.9,20.5
1979,0,Darryl Dawkins,80,31.8,14.7,6.2,11.8,52.2,0,0.1,0,2.4,3.6,65.3,2.5,6.2,8.7,1.9,0.6,1.8,2.9,17.9
