YEAR,MVP,PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
1986,0,Rolando Blackman,80,34.5,21,7.8,15.8,49.5,0.1,0.2,33.3,5.2,5.9,88.4,1.2,2.3,3.5,3.3,0.8,0.3,2.2,18
1986,0,Terry Cummings,82,33.8,20.8,8.9,17.4,51.1,0,0,0,3,4.6,66.2,2.6,5.9,8.5,2.8,1.6,1,2.1,22.6
1986,0,Orlando Woolridge,75,35.2,20.7,7.4,14.2,52.1,0,0.1,12.5,5.8,7.5,77.7,1.6,3.3,4.9,3.5,0.7,1.1,2.8,19.6
1986,0,Isiah Thomas,81,37.2,20.6,7.7,16.7,46.3,0.2,1.2,19.4,4.9,6.4,76.8,1,2.9,3.9,10,1.9,0.2,4.2,22
1986,0,Reggie Theus,79,36.4,20.3,7.3,15.5,47.2,0.2,1,21.8,5.4,6.3,86.7,1.1,2.3,3.4,8.8,1,0.2,3.7,20.9
1986,0,Ricky Pierce,79,31.7,19.5,7.3,13.6,53.4,0,0.4,10.7,4.9,5.6,88,1.5,1.9,3.4,1.8,0.8,0.3,1.5,17.3
1986,0,James Worthy,82,34.4,19.4,7.9,14.7,53.9,0,0.2,0,3.6,4.7,75.1,1.9,3.8,5.7,2.8,1.3,1,2,20.2
1986,0,Gerald Wilkins,80,34.5,19.1,7.9,16.3,48.6,0.3,0.9,35.1,2.9,4.2,70.1,1.5,2.2,3.7,4.4,1.1,0.2,2.7,16.2
1986,0,Lafayette Lever,82,37.2,18.9,7.8,16.7,46.9,0.3,1.1,23.9,3,3.8,78.2,2.6,6.3,8.9,8,2.5,0.4,2,26.9
1986,0,Otis Thorpe,82,36,18.9,6.9,12.8,54,0,0,0,5,6.6,76.1,3.2,6.8,10,2.5,0.6,0.7,2.3,22.8
1986,0,Chuck Person,82,36,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2,6.2,8.3,3.6,1.1,0.2,2.6,19.6
1986,0,Sleepy Floyd,82,37.4,18.8,6.1,12.6,48.8,0.9,2.3,38.4,5.6,6.5,86,0.7,2.6,3.3,10.3,1.8,0.2,3.4,23.6
1986,0,Eddie Johnson,81,30.3,18.7,7.5,16.2,46.3,0.5,1.5,31.4,3.3,4,82.9,1.8,2.6,4.4,3.1,0.5,0.2,2,15.6
1986,0,Buck Williams,82,36.3,18,6.4,11.4,55.7,0,0,0,5.2,7.2,73.1,3.9,8.5,12.5,1.6,1,1.1,3.4,23.7
1986,0,Alvin Robertson,81,33.3,17.7,7.3,15.6,46.6,0.2,0.6,27.1,3,4,75.3,2.3,2.9,5.2,5.2,3.2,0.4,3,19.5
1986,0,Robert Parish,80,37.4,17.5,7.4,13.2,55.6,0,0,0,2.8,3.9,73.5,3.2,7.5,10.6,2.2,0.8,1.8,2.4,23.7
1986,0,Kareem Abdul-Jabbar,78,31.3,17.5,7.2,12.7,56.4,0,0,33.3,3.1,4.4,71.4,1.9,4.8,6.7,2.6,0.6,1.2,2.4,19.5
1986,0,Mike Woodson,74,28.7,17.1,6.7,15.3,43.7,0.5,1.7,27.6,3.2,3.9,82.8,0.9,1.3,2.2,2.6,1.4,0.2,2.3,11.9
1986,0,Byron Scott,82,33.3,17,6.8,13.8,48.9,0.8,1.8,43.6,2.7,3.1,89.2,0.8,2.7,3.5,3.4,1.5,0.2,1.8,16.5
1986,0,Steve Johnson,79,29.7,16.8,6.3,11.3,55.6,0,0,0,4.3,6.2,69.8,2.5,4.7,7.2,2,0.6,1,3.5,17.2
1986,0,Mike Gminski,72,31.6,16.4,6,13.2,45.7,0,0,0,4.3,5.1,84.6,2.7,6.1,8.8,1.4,0.7,1,1.8,18.5
1986,0,Kevin Willis,81,32.4,16.1,6.6,12.4,53.6,0,0,25,2.8,4,70.9,4,6.5,10.5,0.8,0.8,0.8,2.1,19.9
1986,0,Derek Harper,77,33.2,16,6.5,12.9,50.1,1,2.8,35.8,2.1,3,68.4,0.7,1.9,2.6,7.9,2.2,0.3,1.8,19.8
1986,0,Vinnie Johnson,78,27.8,15.7,6.8,14.8,46.2,0.1,0.2,28.6,2,2.6,78.6,1.6,1.7,3.3,3.8,1.2,0.2,1.7,14.1
1986,0,Michael Cage,80,36.5,15.7,5.7,11,52.1,0,0,0,4.3,5.8,73,4.4,7.1,11.5,1.6,1.2,0.8,2.1,22
1986,0,Brad Daugherty,80,33.7,15.7,6.1,11.3,53.8,0,0,0,3.5,5,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,19.1
1986,0,Bill Laimbeer,82,34.8,15.4,6.2,12.3,50.1,0.1,0.3,28.6,3,3.3,89.4,3,8.7,11.6,1.8,0.9,0.8,1.5,22.6
1986,0,John Long,80,28.3,15.2,6.1,14.6,41.9,0.2,0.8,28.4,2.7,3.1,89,0.9,1.8,2.7,3.2,1.2,0.1,1.9,11.7
1984,0,Bernard King,55,37.5,32.9,12.6,23.7,53,0,0.2,10,7.7,10,77.2,2.1,3.7,5.8,3.7,1.3,0.3,3.7,26.8
1984,1,Larry Bird,80,39.5,28.7,11.5,22,52.2,0.7,1.6,42.7,5,5.7,88.2,2.1,8.5,10.5,6.6,1.6,1.2,3.1,34.4
1984,0,Michael Jordan,82,38.3,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2,4.5,6.5,5.9,2.4,0.8,3.5,29.2
1984,0,Purvis Short,78,39.5,28,10.5,22.8,46,0.6,1.9,31.3,6.4,7.9,81.7,2,3.1,5.1,3,1.5,0.3,3.1,21.1
1984,0,Alex English,81,36.1,27.9,11.6,22.4,51.8,0,0.1,20,4.7,5.7,82.9,2.5,3.1,5.7,4.2,1.2,0.6,3.1,24.8
1984,0,Dominique Wilkins,81,37.3,27.4,10.5,23.3,45.1,0.3,1,30.9,6,7.4,80.6,2.8,4.1,6.9,2.5,1.7,0.7,2.8,22
1984,0,Adrian Dantley,55,35.8,26.6,9.3,17.5,53.1,0,0,0,8,9.9,80.4,2.7,3.2,5.9,3.4,1,0.1,3.1,23.7
1984,0,Mark Aguirre,80,33.7,25.7,9.9,19.6,50.6,0.3,1.1,31.8,5.5,7.3,75.9,2.4,3.6,6,3.1,0.8,0.3,3.2,21.2
1984,0,Moses Malone,79,37.4,24.6,7.6,16.3,46.9,0,0,0,9.3,11.4,81.5,4.9,8.2,13.1,1.6,0.8,1.6,3.6,27.3
1984,0,Terry Cummings,79,34.5,23.6,9.6,19.4,49.5,0,0,0,4.3,5.9,74.1,3.1,6,9.1,2.9,1.5,0.8,2.4,24.1
1984,0,Calvin Natt,78,34.1,23.3,8.8,16.1,54.6,0,0,0,5.7,7.2,79.3,2.7,5.1,7.8,3.1,1,0.4,2.4,24.3
1984,0,Orlando Woolridge,77,36.6,22.9,8.8,15.9,55.4,0,0.1,0,5.3,6.8,78.5,2.1,3.6,5.6,1.8,0.8,0.5,2.3,20.7
1984,0,Eddie Johnson,82,36.9,22.9,9.4,19.1,49.1,0.2,0.7,24.1,4,4.5,87.1,1.8,3.1,5,3.3,1,0.3,2.7,19.4
1984,0,Darrell Griffith,78,35.6,22.6,9.3,20.4,45.7,1.2,3.3,35.8,2.8,3.8,72.5,1.6,2.8,4.4,3.1,1.7,0.4,3.2,16.9
1984,0,World Free,71,31.7,22.5,8.6,18.7,45.9,1,2.7,36.8,4.3,5.8,74.9,0.9,2.1,3,4.5,1.1,0.2,2,17.7
1984,0,Kiki Vandeweghe,72,34.8,22.4,8.6,16.1,53.4,0.2,0.5,33.3,5.1,5.7,89.6,1,2.1,3.2,1.5,0.5,0.3,1.6,18.2
1984,0,Mike Mitchell,82,34.8,22.2,9.5,19,49.7,0.1,0.3,21.7,3.3,4.2,77.7,1.8,3.3,5.1,1.8,0.7,0.3,1.8,18
1984,0,Derek Smith,80,34.5,22.1,8.5,15.9,53.7,0,0.2,15.8,5,6.3,79.4,2.2,3.2,5.3,2.7,1,0.7,2.9,20.2
1984,0,Ralph Sampson,82,37.6,22.1,9.2,18.3,50.2,0,0.1,0,3.7,5.5,67.6,2.8,7.6,10.4,2.7,1,2,4,23.4
1984,0,Kareem Abdul-Jabbar,79,33.3,22,9.2,15.3,59.9,0,0,0,3.7,5,73.2,2.1,5.8,7.9,3.2,0.8,2.1,2.5,25.9
1984,0,Sidney Moncrief,73,37.5,21.7,7.7,15.9,48.3,0.1,0.5,27.3,6.2,7.5,82.8,2,3.3,5.4,5.2,1.6,0.5,2.5,22.4
1984,0,Tom Chambers,81,36.1,21.5,7.8,16.1,48.3,0.1,0.3,27.3,5.9,7,83.2,2,5.1,7.1,2.6,0.9,0.7,3.2,20.1
1984,0,Isiah Thomas,81,38.1,21.2,8,17.4,45.8,0.4,1.4,25.7,4.9,6.1,80.9,1.4,3,4.5,13.9,2.3,0.3,3.7,27.9
1984,0,George Gervin,72,29,21.2,8.3,16.4,50.8,0,0.1,0,4.5,5.3,84.4,1.1,2.2,3.3,2.5,0.9,0.7,2.8,16.8
1984,0,Hakeem Olajuwon,82,35.5,20.6,8.3,15.3,53.8,0,0,0,4.1,6.7,61.3,5.4,6.5,11.9,1.4,1.2,2.7,2.9,25.2
1984,0,Micheal Ray Richardson,82,38.1,20.1,8.4,17.9,46.9,0.4,1.4,25.2,2.9,3.8,76.7,1.9,3.7,5.6,8.2,3,0.3,3,23.6
1984,0,Julius Erving,78,32.5,20,7.8,15.8,49.4,0,0.2,21.4,4.3,5.7,76.5,2.2,3.1,5.3,3,1.7,1.4,2.7,19.4
1984,0,Gus Williams,79,37.5,20,8.1,18.8,43,0.6,2.2,29,3.2,4.4,72.5,0.9,1.6,2.5,7.7,2.3,0.4,2.7,18.2
1984,0,Kevin McHale,79,33.6,19.8,7.7,13.4,57,0,0.1,0,4.5,5.9,76,2.9,6.1,9,1.8,0.4,1.5,2,23.3
1984,0,Rolando Blackman,81,35,19.7,7.7,15.2,50.8,0.1,0.2,30,4.2,5.1,82.8,1.3,2.4,3.7,3.6,0.8,0.2,2,17.6
1984,0,Sleepy Floyd,82,35,19.5,7.4,16.7,44.5,0.5,1.7,29.4,4.1,5.1,81,0.8,1.7,2.5,5,1.6,0.5,3.1,15.7
1984,0,Artis Gilmore,81,34,19.1,6.6,10.5,62.3,0,0,0,6,8,74.9,2.9,7.6,10.4,1.6,0.5,2.1,3,24.9
1984,0,Jeff Malone,76,34.4,18.9,8,16,49.9,0.2,0.9,20.8,2.8,3.3,84.4,0.8,1.9,2.7,2.4,0.7,0.1,1.4,14.9
1984,0,Clark Kellogg,77,31.8,18.6,7.3,14.4,50.5,0.1,0.2,50,3.9,5.1,76,2.9,6.5,9.4,3.2,1.1,0.3,3,21.2
1984,0,Mychal Thompson,79,33.1,18.4,7.2,14.1,51.5,0,0,0,3.9,5.7,68.4,2.7,5.2,7.8,2.6,1,1.3,2.9,19.5
1984,0,Herb Williams,75,34.1,18.3,7.7,16.1,47.5,0,0.1,11.1,3,4.5,65.7,2.1,6.4,8.5,3.4,0.7,1.8,3.5,19.1
1984,0,Magic Johnson,77,36.1,18.3,6.5,11.7,56.1,0.1,0.5,18.9,5.1,6,84.3,1.2,5,6.2,12.6,1.5,0.3,4,28.8
1984,0,Jay Vincent,79,32.2,18.2,6.9,14.4,47.9,0,0.1,0,4.4,5.3,83.6,2.3,6.6,8.9,2.1,0.6,0.3,2.2,19.6
1984,0,Buck Williams,82,38.8,18.2,7,13.3,53,0,0,25,4.1,6.6,62.5,3.9,8.3,12.3,2,0.8,1.3,2.9,23
1984,0,Andrew Toney,70,32,17.8,6.4,13.1,49.2,0.6,1.5,37.1,4.4,5.1,86.2,0.5,2,2.5,5.2,0.9,0.3,3.2,16.2
1984,0,Robert Parish,79,36.1,17.6,7,12.9,54.2,0,0,0,3.7,5,74.3,3.3,7.3,10.6,1.6,0.7,1.3,2.4,22.3
1984,0,James Worthy,80,33.7,17.6,7.6,13.3,57.2,0,0.1,0,2.4,3.1,77.6,2.1,4.3,6.4,2.5,1.1,0.8,2.5,19.6
1984,0,Bill Laimbeer,82,35.3,17.5,7.3,14.4,50.6,0,0.2,22.2,3,3.7,79.7,3.6,8.8,12.4,1.9,0.8,0.9,1.6,24
1984,0,Norm Nixon,81,35.7,17.2,7.4,15.8,46.5,0.4,1.2,33.3,2.1,2.7,78,0.7,2,2.7,8.8,1.2,0,3.4,17.5
1984,0,Clyde Drexler,80,31.9,17.2,7.2,14.5,49.4,0.1,0.5,21.6,2.8,3.7,75.9,2.7,3.2,6,5.5,2.2,0.9,2.8,20.7
1984,0,Mike Woodson,78,25.6,17,6.8,13.7,49.6,0.1,0.3,23.8,3.4,4.2,80,0.9,1.7,2.5,1.8,1.5,0.4,1.8,13.7
1984,0,Marques Johnson,72,34,16.4,6.9,15.2,45.2,0,0.2,23.1,2.6,3.6,73.1,2.6,3.4,5.9,3.4,1,0.4,2.4,15.5
1984,0,Reggie Theus,82,31,16.4,6.1,12.5,48.7,0.1,0.5,13.2,4.1,4.7,86.3,1.3,2,3.3,8,1.2,0.2,3.7,18.2
1984,0,Eddie Johnson,73,32.4,16.3,6.2,13,47.9,0.3,1,30.6,3.6,4.5,79.8,0.5,2.1,2.6,7.8,0.6,0.1,3.3,16.4
1984,0,Paul Pressey,80,36,16.1,6,11.6,51.7,0.1,0.3,35,4,5.2,75.8,1.9,3.5,5.4,6.8,1.6,0.7,3.1,20.6
1983,0,Adrian Dantley,79,37.8,30.6,10.2,18.2,55.8,0,0.1,25,10.3,12,85.9,2.3,3.4,5.7,3.9,0.8,0.1,3.3,28
1983,0,Mark Aguirre,79,36.7,29.5,11.7,22.3,52.4,0.2,0.7,26.8,5.9,7.9,74.9,2,3.9,5.9,4.5,1,0.3,3.6,25
1983,0,Kiki Vandeweghe,78,35.1,29.4,11.5,20.6,55.8,0.1,0.4,36.7,6.3,7.4,85.2,1.1,3.7,4.8,3.1,0.7,0.6,2,26.4
1983,0,Alex English,82,35,26.4,11.1,20.9,52.9,0,0.1,14.3,4.3,5.2,82.4,2.6,3,5.7,5,1,1.2,2.7,25.7
1983,0,Bernard King,77,34.6,26.3,10.3,18.1,57.2,0,0.1,0,5.7,7.3,77.9,1.6,3.5,5.1,2.1,1,0.2,2.6,22.9
1983,0,George Gervin,76,34,25.9,10.1,20.5,49,0.1,0.3,41.7,5.6,6.7,84.2,1.4,2.7,4.1,2.9,1,0.6,2.9,20.1
1983,1,Larry Bird,79,38.3,24.2,9.6,19.5,49.2,0.2,0.9,24.7,4.7,5.3,88.8,2.3,7.8,10.1,6.6,1.8,0.9,3,30
1983,0,Mike Mitchell,79,36.1,23.3,9.9,20.2,48.8,0.1,0.2,42.9,3.5,4.5,77.9,2.4,4.8,7.2,1.2,0.8,0.9,1.8,20.3
1983,0,Terry Cummings,81,35.9,22.9,9.1,18.4,49.4,0,0,0,4.7,6.5,72,4,5.6,9.6,1.7,1.1,0.7,2.7,22.2
1983,0,Purvis Short,79,37.3,22.8,9,19.1,47.3,0.3,0.9,30.6,4.5,5.6,79.3,2.3,3.2,5.5,3.1,1.3,0.1,2.9,18.8
1983,0,Moses Malone,71,36.8,22.7,7.5,15.5,48.3,0,0.1,0,7.7,10.2,75,5,8.4,13.4,1.4,1,1.5,3.5,25.8
1983,0,Julius Erving,77,34.8,22.4,8.8,17.2,51.2,0.1,0.3,33.3,4.7,6.3,75.4,2.5,4.4,6.9,4,1.8,1.8,3,24.1
1983,0,Rolando Blackman,81,37.3,22.4,8.9,16.3,54.6,0,0.1,9.1,4.6,5.7,81.2,1.5,3.1,4.6,3.6,0.7,0.5,2.1,21.2
1983,0,World Free,75,31.7,22.3,8.3,18.8,44.5,0.3,0.9,31.9,5.3,6.7,78.4,1.2,1.7,2.9,3,1.3,0.1,2.1,15.6
1983,0,Jeff Ruland,75,41.1,22.2,8,13.8,57.9,0,0.1,14.3,6.2,8.5,73.3,3.5,8.8,12.3,3.9,0.9,1,4.6,27.7
1983,0,Eddie Johnson,82,35.6,21.9,9.2,18.9,48.5,0.2,0.8,31.3,3.3,4,81,2,3.5,5.5,3.6,0.9,0.3,2.6,19.1
1983,0,Dominique Wilkins,81,36.6,21.6,8.4,17.6,47.9,0,0.1,0,4.7,6.1,77,3.1,4,7.2,1.6,1.4,1.1,2.7,19.6
1983,0,Kareem Abdul-Jabbar,80,32.8,21.5,9,15.5,57.8,0,0,0,3.6,4.9,72.3,2.1,5.2,7.3,2.6,0.7,1.8,2.8,23.3
1983,0,Isiah Thomas,82,36.7,21.3,8.2,17.7,46.2,0.3,0.8,33.8,4.7,6.5,73.3,1.3,2.7,4,11.1,2.5,0.4,3.7,24.4
1983,0,Kelly Tripucka,76,32.8,21.3,7.8,17.1,45.9,0,0.2,11.8,5.6,6.9,81.5,1.6,2.5,4,3,0.9,0.2,2.5,16.4
1983,0,Jim Paxson,81,33.2,21.3,8.4,16.3,51.4,0.2,0.7,28.8,4.3,5.1,84.1,0.8,1.3,2.1,3.1,1.5,0.1,1.8,17.6
1983,0,Ralph Sampson,82,32.8,21,8.7,16.7,52.3,0,0,25,3.5,5.3,66.1,3.6,7.6,11.1,2,0.9,2.4,3.6,24
1983,0,Sidney Moncrief,79,38.9,20.9,7.1,14.2,49.8,0.1,0.2,27.8,6.7,7.9,84.8,2.7,4,6.7,4.5,1.4,0.3,2.7,22.8
1983,0,Marques Johnson,74,36.7,20.7,8.7,17.4,50.2,0,0.2,15.4,3.3,4.6,70.9,2.3,4.1,6.5,4.3,1.6,0.6,2.4,21.2
1983,0,Joe Barry Carroll,80,37,20.5,8.3,17.4,47.7,0,0,0,3.9,5.4,72.3,2.9,5,8,2.5,1.3,1.8,3.4,20
1983,0,Andrew Toney,78,32.8,20.4,7.6,14.4,52.7,0.2,0.5,31.6,5,6,83.9,0.7,1.7,2.5,4.8,0.9,0.3,3.8,17.2
1983,0,Walter Davis,78,32.6,20,8.4,16.3,51.2,0.3,1.1,23,3,3.5,86.3,0.5,2.1,2.6,5.5,1.4,0.2,2.7,18.4
1983,0,Darrell Griffith,82,32.3,20,8.5,17.4,49,1.1,3.1,36.1,1.8,2.6,69.6,1.2,3,4.1,3.5,1.4,0.3,3,16.6
1983,0,Dan Issel,76,27.3,19.8,7.5,15.2,49.3,0.1,0.3,21.1,4.8,5.6,85,1.5,5.3,6.8,2.3,0.8,0.6,1.6,20.1
1983,0,Orlando Woolridge,75,33.9,19.3,7.6,14.5,52.5,0,0,50,4,5.7,71.5,1.7,3.2,4.9,1.8,0.9,0.8,2.5,16.7
1983,0,Clark Kellogg,79,33.9,19.1,7.8,15.1,51.9,0.1,0.3,33.3,3.3,4.3,76.8,2.9,6.2,9.1,3,1.5,0.4,2.8,22
1983,0,Jack Sikma,82,36.5,19.1,7,14.1,49.9,0,0,0,5,5.9,85.6,2.7,8.4,11.1,4,1.2,1.1,2.9,25.7
1983,0,Robert Parish,80,35.8,19,7.8,14.3,54.6,0,0,0,3.4,4.6,74.5,3,7.7,10.7,1.7,0.7,1.5,2.3,23.7
1983,0,Dan Roundfield,73,35.8,18.9,6.9,14.2,48.5,0,0.2,0,5.1,6.7,77,2.8,7.1,9.9,2.5,0.8,1,2.8,21.5
1983,0,Gus Williams,80,35.2,18.7,7.5,16.3,45.8,0.1,0.3,16,3.7,5,75,0.8,1.7,2.6,8.4,2.4,0.3,2.9,19.4
1983,0,Kevin McHale,82,31.4,18.4,7.2,12.9,55.6,0,0,33.3,4.1,5.4,76.5,2.5,4.9,7.4,1.3,0.3,1.5,1.8,20.2
1983,0,Quintin Dailey,82,29.9,18.2,7.1,15,47.4,0,0.4,12.5,3.9,4.8,81.1,0.7,2.1,2.9,3.1,1.3,0.1,2.7,14.1
1983,0,Tom Chambers,82,31.3,18.1,6.8,13.5,49.9,0,0.1,0,4.6,5.7,80,2.7,3.8,6.5,1.6,0.6,0.6,2.3,17.1
1983,0,Cliff T. Robinson,73,32.9,17.8,7.3,16.2,45,0,0,50,3.2,4.6,70.1,2.1,8.2,10.3,2.5,0.7,0.4,2.6,18.9
1983,0,Lewis Lloyd,82,31.4,17.8,7.4,14.4,51.6,0,0.2,23.1,2.9,3.6,78.9,1.6,2,3.6,3.9,1.2,0.5,3,16.3
1983,0,Larry Nance,82,35.4,17.7,7.3,12.7,57.6,0,0.1,0,3,4.3,70.7,2.8,5.5,8.3,2.6,1,2.1,2.2,22.9
1983,0,John Drew,81,22.2,17.7,6.3,13.2,47.9,0.1,0.3,27.3,5,6.4,77.8,1.8,2.4,4.2,1.7,1.1,0,2.4,14
1983,0,Bill Laimbeer,82,34.9,17.3,6.7,12.7,53,0,0.1,0,3.9,4.5,86.6,4,8.2,12.2,1.8,0.6,1,1.8,24.6
1983,0,Jamaal Wilkes,75,33.4,17.3,7.2,14.1,51.4,0,0.1,25,2.8,3.7,74.3,1.7,2.8,4.5,2.9,1,0.5,1.8,16.5
1983,0,Bill Cartwright,77,32.3,17,5.9,10.5,56.1,0,0,0,5.2,6.5,80.5,2.5,5.9,8.4,1.4,0.6,1.3,2.6,20.2
1983,0,Norm Nixon,82,37.2,17,7.2,15.5,46.2,0.1,0.6,23.9,2.5,3.3,76,0.7,1.8,2.5,11.1,1.1,0,3.1,19.5
1983,0,Sleepy Floyd,77,33.2,16.8,6.3,13.6,46.3,0.1,0.6,17.8,4.1,5,81.6,1.1,2.4,3.5,3.5,1.3,0.4,2.5,14.8
1983,0,Darryl Dawkins,81,29.8,16.8,6.3,10.6,59.3,0,0.1,40,4.2,5.7,73.5,2,4.7,6.7,1.5,0.7,1.7,2.9,18.7
1983,0,Larry Drew,73,32.4,16.4,6.5,14.1,46.2,0,0.1,30,3.3,4.3,77.6,0.5,1.5,2,7.6,1.7,0.1,2.7,16.6
1983,0,John Long,82,30.7,16.3,6.6,14.1,47.2,0,0.1,20,3,3.4,88.4,1.7,1.8,3.5,2.5,1.1,0.2,1.7,14.1
1982,0,Alex English,82,36.4,28.4,11.7,22.6,51.6,0,0.1,16.7,5,6,82.9,3.2,4.1,7.3,4.8,1.4,1.5,3.2,28.3
1982,0,Kiki Vandeweghe,82,35.5,26.7,10.3,18.7,54.7,0.2,0.6,29.4,6,6.8,87.5,1.5,3.8,5.3,2.5,0.8,0.5,2.2,24.2
1982,0,Kelly Tripucka,58,38.8,26.5,9.7,19.9,48.9,0.2,0.6,37.8,6.8,8,84.5,2.2,2.4,4.6,4.1,1.2,0.3,3.2,22
1982,0,George Gervin,78,36.3,26.2,9.7,19.9,48.7,0.2,0.4,36.4,6.6,7.8,85.3,1.4,3.2,4.6,3.4,1.1,0.9,3.2,21.6
1982,1,Moses Malone,78,37.5,24.5,8.4,16.7,50.1,0,0,0,7.7,10.1,76.1,5.7,9.6,15.3,1.3,1.1,2,3.4,30.1
1982,0,Mark Aguirre,81,34.4,24.4,9.5,19.6,48.3,0.2,0.9,21.1,5.3,7.3,72.8,2.4,3.9,6.3,4.1,1,0.3,3.2,20.8
1982,0,Joe Barry Carroll,79,37.8,24.1,9.9,19.4,51.3,0,0,0,4.3,5.9,71.9,2.8,5.9,8.7,2.1,1.4,2,3.6,23.6
1982,0,World Free,73,36.1,23.9,8.9,19.5,45.6,0.2,0.6,33.3,5.9,8,73.8,1.3,1.5,2.8,4,1.3,0.2,2.9,16.6
1982,0,Reggie Theus,82,34.8,23.8,9.1,19.1,47.8,0.3,1.1,23.1,5.3,6.6,80.1,1.1,2.5,3.7,5.9,1.7,0.2,3.9,20.1
1982,0,Terry Cummings,70,36.2,23.7,9.8,18.7,52.3,0,0,0,4.2,5.9,70.9,4.3,6.3,10.6,2.5,1.8,0.9,2.9,26
1982,0,Larry Bird,79,37.7,23.6,9.5,18.7,50.4,0.3,1,28.6,4.4,5.3,84,2.4,8.6,11,5.8,1.9,0.9,3,30
1982,0,Isiah Thomas,81,38.2,22.9,9,19,47.2,0.4,1.5,28.8,4.5,6.4,71,1.3,2.8,4,7.8,2.5,0.4,4,21.7
1982,0,Sidney Moncrief,76,35.7,22.5,8,15.2,52.4,0,0.1,10,6.6,7.9,82.6,2.5,3.2,5.8,3.9,1.5,0.3,2.6,22.8
1982,0,Darrell Griffith,77,36.2,22.2,9.8,20.2,48.4,0.5,1.7,28.8,2.2,3.2,67.9,1.3,2.6,3.9,3.5,1.8,0.4,3.3,17.2
1982,0,Bernard King,68,32.5,21.9,8.9,16.8,52.8,0,0.1,0,4.1,5.7,72.2,1.5,3.3,4.8,2.9,1.3,0.2,2.9,18.6
1982,0,Kareem Abdul-Jabbar,79,32.3,21.8,9.1,15.5,58.8,0,0,0,3.5,4.7,74.9,2.1,5.4,7.5,2.5,0.8,2.2,2.5,24.6
1982,0,Jim Paxson,81,33.8,21.7,8.4,16.3,51.5,0,0.3,16,4.8,5.9,81.2,0.8,1.3,2.1,2.9,1.7,0.2,1.9,17.7
1982,0,Dan Issel,80,30.4,21.6,8.3,16.2,51,0.1,0.2,21.1,5,6,83.5,1.9,5.6,7.5,2.8,1,0.5,2.2,22.3
1982,0,Purvis Short,67,35.8,21.4,8.8,18,48.7,0.1,0.2,26.7,3.8,4.6,82.8,2.2,3.1,5.3,3.4,1.4,0.2,2.9,18.8
1982,0,Marques Johnson,80,35.7,21.4,9,17.8,50.9,0.1,0.3,20,3.3,4.5,73.5,2.5,4.6,7,4.5,1.3,0.7,2.5,22.6
1982,0,Julius Erving,72,33.6,21.4,8.4,16.3,51.7,0,0.1,28.6,4.6,6,75.9,2.4,4.4,6.8,3.7,1.6,1.8,2.7,23.2
1982,0,Calvin Natt,80,36,20.4,8.1,14.8,54.3,0,0.3,15,4.2,5.4,79.2,2.7,4.8,7.5,2.1,0.8,0.4,2.5,20.7
1982,0,Larry Drew,75,35.9,20.1,8,16.2,49.2,0,0.2,12.5,4.1,5,82,0.6,2.2,2.8,8.1,1.7,0.1,3.6,20.1
1982,0,Clark Kellogg,81,34.1,20.1,8.4,17.5,47.9,0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,10.6,2.8,1.7,0.5,2.7,22.8
1982,0,Gus Williams,80,34.5,20,8.3,17.3,47.7,0,0.5,4.7,3.5,4.6,75.1,0.9,1.7,2.6,8,2.3,0.3,2.9,20.1
1982,0,Mike Mitchell,80,35,19.9,8.6,16.8,51.1,0,0,0,2.7,3.6,75.8,2.4,4.4,6.7,1.2,0.7,0.7,1.6,18.5
1982,0,Eddie Johnson,82,35.8,19.8,8.3,16.7,49.4,0.2,0.9,28.2,3,3.9,77.9,2.3,3.8,6.1,2.6,0.9,0.2,2.2,18.1
1982,0,Andrew Toney,81,30.5,19.7,7.7,15.4,50.1,0.3,0.9,28.9,4,5.1,78.8,0.5,2.3,2.8,4.5,1,0.2,3.3,16.1
1982,0,Jamaal Wilkes,80,31.9,19.6,8.6,16.1,53,0,0.1,0,2.5,3.4,75.7,1.8,2.5,4.3,2.3,0.8,0.2,1.9,17
1982,0,Jeff Ruland,79,36.2,19.4,7.3,13.3,55.2,0,0,33.3,4.7,6.9,68.9,3.7,7.3,11,3,0.9,1,3.8,23.5
1982,0,Robert Parish,78,31.5,19.3,7.9,14.4,55,0,0,0,3.5,5,69.8,3.3,7.3,10.6,1.8,1,1.9,2.4,24.3
1982,0,Dan Roundfield,77,36.5,19,7.3,15.5,47,0.1,0.4,18.5,4.4,5.8,74.9,3.4,8.1,11.4,2.9,0.8,1.5,3.2,22.8
1982,0,Walter Davis,80,31.1,19,8.3,16.1,51.6,0.1,0.3,30.4,2.3,2.8,81.8,0.8,1.7,2.5,5,1.5,0.2,2.4,17.4
1982,0,Jay Vincent,81,33.7,18.7,7.7,15.7,48.9,0,0,0,3.3,4.2,78.4,2.7,4.6,7.3,2.6,0.9,0.6,2.3,18.8
